Number of Records,Borr Credit Score,Coborr Credit Score,First Pmt Date,Loan Identifier,Loan Purp,Mort Ins Type,Num Borrowers,Num Units,Occ Type,Orig CLTV,Orig Channel,Orig Date,Orig Debt Inc Ratio,Orig Int Rate,Orig LTV,Orig Loan Term,Orig UPB,P M Iperct,Prop State,Prop Type,Reloc Mort Ind,Seller Name,Zip Code
1,775,,3/1/2019,811871220685,R,0,1,1,P,74,B,1/1/2019,38,4.63%,74,360,249000,,CO,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00809
1,780,,3/1/2019,522969704780,R,0,1,1,P,79,B,1/1/2019,38,4.25%,79,360,380000,,CO,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00802
1,786,,3/1/2019,909196947817,R,0,1,1,P,75,B,1/1/2019,38,4.63%,75,360,482000,,WA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00980
1,740,,3/1/2019,508982662515,R,0,1,1,P,53,B,1/1/2019,39,5.00%,53,360,277000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00913
1,766,,3/1/2019,615254365166,R,0,1,1,P,41,B,1/1/2019,41,4.75%,41,360,158000,,SC,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00295
1,692,,3/1/2019,521942576772,R,0,1,1,P,60,B,1/1/2019,42,4.25%,60,360,494000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00900
1,813,,3/1/2019,566058093834,R,0,1,1,P,48,B,1/1/2019,43,4.25%,48,360,300000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00954
1,678,,3/1/2019,616856336859,R,0,1,1,P,70,B,1/1/2019,43,4.88%,70,360,556000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00945
1,727,,3/1/2019,750778976135,R,0,1,1,P,70,B,1/1/2019,43,4.38%,70,360,295000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00946
1,805,,3/1/2019,652872222886,R,0,1,1,P,73,B,1/1/2019,43,4.38%,73,360,280000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00900
1,785,,3/1/2019,667724548829,R,0,1,1,P,75,B,1/1/2019,43,4.50%,75,360,675000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00902
1,694,,3/1/2019,598555251055,R,0,1,1,P,57,B,1/1/2019,45,4.88%,57,360,303000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00917
1,734,,3/1/2019,602382312776,R,0,1,1,P,74,B,1/1/2019,45,4.38%,74,360,542000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00951
1,712,,3/1/2019,779826423450,R,0,1,1,P,80,B,1/1/2019,45,4.63%,80,360,290000,,WA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00983
1,777,,3/1/2019,651961986046,R,0,1,1,P,67,B,1/1/2019,46,4.25%,67,360,602000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00920
1,740,,3/1/2019,742210989301,R,0,1,1,P,70,B,1/1/2019,46,4.75%,70,360,306000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00917
1,729,,3/1/2019,787417978718,R,0,1,1,P,79,B,1/1/2019,46,4.88%,79,360,178000,,IL,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00601
1,757,,3/1/2019,868513803852,R,0,1,1,P,79,B,1/1/2019,46,4.75%,79,360,219000,,MI,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00480
1,732,,3/1/2019,842542204636,R,0,1,1,P,80,B,1/1/2019,46,4.99%,80,360,189000,,MI,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00483
1,748,,3/1/2019,685038741377,R,0,1,1,P,80,B,1/1/2019,46,4.75%,80,360,360000,,NJ,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00074
1,725,,3/1/2019,590018204524,R,0,1,1,P,74,B,1/1/2019,48,4.25%,74,360,233000,,MA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00016
1,760,,3/1/2019,611786093304,R,0,1,1,P,69,B,1/1/2019,49,4.38%,69,360,650000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00920
1,773,,3/1/2019,725061940747,R,0,1,1,P,72,B,1/1/2019,50,4.50%,72,360,208000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00934
1,702,,4/1/2019,809558429636,R,0,1,1,P,54,B,1/1/2019,11,3.75%,54,360,248000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00948
1,799,,4/1/2019,846587644720,R,0,1,1,P,31,B,1/1/2019,15,4.63%,31,360,140000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00956
1,805,,4/1/2019,624243961080,R,0,1,1,P,75,B,1/1/2019,25,4.00%,75,360,346000,,CO,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00801
1,726,,4/1/2019,505866108270,R,0,1,1,P,79,B,1/1/2019,25,4.38%,79,360,201000,,MI,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00484
1,802,,4/1/2019,841312795578,R,0,1,1,P,75,B,1/1/2019,26,4.25%,75,360,457000,,CO,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00801
1,731,,4/1/2019,540004840907,R,0,1,1,P,36,B,1/1/2019,41,4.63%,35,360,175000,,OH,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00432
1,731,,4/1/2019,767448691752,R,0,1,1,P,80,B,1/1/2019,42,4.75%,80,360,261000,,NH,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00038
1,726,,4/1/2019,561656045449,R,0,1,1,P,70,B,1/1/2019,43,4.38%,70,360,240000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00935
1,694,,4/1/2019,583852759905,R,0,1,1,P,79,B,1/1/2019,44,5.00%,79,360,256000,,KY,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00400
1,681,,4/1/2019,662535743956,R,0,1,1,P,79,B,1/1/2019,46,4.66%,79,360,185000,,MA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00015
1,778,,4/1/2019,554921370241,R,0,1,1,P,74,B,1/1/2019,49,4.13%,74,360,453000,,PA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00194
1,775,,3/1/2019,670193162057,R,0,1,1,P,72,B,2/1/2019,31,4.38%,72,360,272000,,WA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00982
1,764,,3/1/2019,574604910163,R,0,1,1,P,77,B,2/1/2019,50,4.13%,77,360,377000,,UT,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00840
1,718,,4/1/2019,887264718540,R,0,1,1,P,80,B,2/1/2019,26,4.88%,80,360,173000,,AL,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00355
1,784,,4/1/2019,677272448697,R,0,1,1,P,42,B,2/1/2019,26,4.63%,42,360,615000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00915
1,687,,4/1/2019,538134220075,R,0,1,1,P,64,B,2/1/2019,27,4.63%,64,360,606000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00913
1,689,,4/1/2019,617805792535,R,0,1,1,P,73,B,2/1/2019,28,4.25%,73,360,467000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00917
1,803,,4/1/2019,540750129445,R,0,1,1,P,22,B,2/1/2019,29,4.38%,22,360,160000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00945
1,717,,4/1/2019,618668483691,R,0,1,1,P,54,B,2/1/2019,29,4.25%,54,360,457000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00947
1,806,,4/1/2019,586201133695,R,0,1,1,P,74,B,2/1/2019,29,4.38%,74,360,600000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00913
1,799,,4/1/2019,598957892854,R,0,1,1,P,80,B,2/1/2019,29,4.38%,80,360,276000,,KS,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00662
1,769,,4/1/2019,616951485877,R,0,1,1,P,76,B,2/1/2019,30,4.63%,76,360,320000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00956
1,736,,4/1/2019,787021256645,R,0,1,1,P,79,B,2/1/2019,30,4.38%,79,360,580000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00917
1,806,,4/1/2019,735360366275,R,0,1,1,P,79,B,2/1/2019,30,4.38%,79,360,190000,,WI,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00543
1,644,,4/1/2019,785060033253,R,0,1,1,P,79,B,2/1/2019,31,4.88%,79,360,318000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00939
1,743,,4/1/2019,904196340481,R,0,1,1,P,60,B,2/1/2019,32,4.13%,60,360,483000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00949
1,721,,4/1/2019,858256499475,R,0,1,1,P,60,B,2/1/2019,32,4.50%,60,360,237000,,CO,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00808
1,801,,4/1/2019,870481753129,R,0,1,1,P,43,B,2/1/2019,34,4.38%,43,360,300000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00945
1,760,,4/1/2019,771076661774,R,0,1,1,P,59,B,2/1/2019,34,3.75%,59,360,380000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00917
1,706,,4/1/2019,573868230009,R,0,1,1,P,60,B,2/1/2019,34,4.38%,60,360,220000,,CO,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00801
1,731,,4/1/2019,833448505609,R,0,1,1,P,80,B,2/1/2019,34,4.50%,80,360,436000,,WA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00983
1,730,,4/1/2019,690979772026,R,0,1,1,P,79,B,2/1/2019,35,4.50%,79,360,508000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00945
1,684,,4/1/2019,523554979731,R,0,1,1,P,75,B,2/1/2019,35,4.38%,75,360,315000,,MA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00018
1,656,,4/1/2019,785340646155,R,0,1,1,P,60,B,2/1/2019,36,4.25%,60,360,327000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00958
1,792,,4/1/2019,790855220866,R,0,1,1,P,63,B,2/1/2019,36,4.38%,63,360,652000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00939
1,715,,4/1/2019,891962233578,R,0,1,1,P,80,B,2/1/2019,36,4.50%,80,360,364000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00945
1,738,,4/1/2019,538070630339,R,0,1,1,P,80,B,2/1/2019,36,3.88%,80,360,495000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00921
1,741,,4/1/2019,618154106790,R,0,1,1,P,73,B,2/1/2019,37,4.25%,73,360,433000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00917
1,788,,4/1/2019,815409648521,R,0,1,1,P,75,B,2/1/2019,37,4.20%,75,360,132000,,MI,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00481
1,697,,4/1/2019,612197966853,R,0,1,1,P,75,B,2/1/2019,38,4.88%,75,360,175000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00952
1,733,,4/1/2019,769332252353,R,0,1,1,P,80,B,2/1/2019,38,4.25%,80,360,534000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00921
1,787,,4/1/2019,574839771052,R,0,1,1,P,78,B,2/1/2019,38,4.16%,78,360,484000,,MN,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00553
1,780,,4/1/2019,641678371720,R,0,1,1,P,51,B,2/1/2019,39,4.25%,51,360,450000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00943
1,680,,4/1/2019,776710873719,R,0,1,1,P,75,B,2/1/2019,39,4.63%,75,360,420000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00906
1,702,,4/1/2019,598283269126,R,0,1,1,P,77,B,2/1/2019,39,5.50%,77,360,111000,,MI,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00481
1,746,,4/1/2019,858312137501,R,0,1,1,P,80,B,2/1/2019,39,4.50%,80,360,302000,,MI,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00483
1,727,,4/1/2019,912760204950,R,0,1,1,P,57,B,2/1/2019,40,4.38%,57,360,538000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00926
1,802,,4/1/2019,905637569519,R,0,1,1,P,67,B,2/1/2019,40,4.38%,67,360,447000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00954
1,738,,4/1/2019,788394088608,R,0,1,1,P,75,B,2/1/2019,40,4.25%,75,360,343000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00902
1,736,,4/1/2019,777309485073,R,0,1,1,P,53,B,2/1/2019,40,4.25%,53,360,420000,,CO,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00801
1,653,,4/1/2019,793263982480,R,0,1,1,P,42,B,2/1/2019,40,4.38%,42,360,159000,,MD,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00208
1,760,,4/1/2019,869268385565,R,0,1,1,P,66,B,2/1/2019,40,4.75%,66,360,145000,,NY,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00129
1,695,,4/1/2019,776950579399,R,0,1,1,P,58,B,2/1/2019,41,4.25%,58,360,390000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00913
1,805,,4/1/2019,605430331902,R,0,1,1,P,78,B,2/1/2019,41,4.38%,78,360,364000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00917
1,710,,4/1/2019,815815577432,R,0,1,1,P,55,B,2/1/2019,41,4.38%,55,360,218000,,CO,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00801
1,807,,4/1/2019,525937424845,R,0,1,1,P,80,B,2/1/2019,41,4.25%,80,360,423000,,NJ,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00075
1,708,,4/1/2019,784093467932,R,0,1,1,P,64,B,2/1/2019,42,4.50%,64,360,358000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00956
1,656,,4/1/2019,767751574995,R,0,1,1,P,75,B,2/1/2019,42,4.38%,75,360,420000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00905
1,762,,4/1/2019,571744982712,R,0,1,1,P,80,B,2/1/2019,42,4.50%,80,360,445000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00946
1,669,,4/1/2019,672352068896,R,0,1,1,P,80,B,2/1/2019,42,4.88%,80,360,288000,,NH,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00030
1,728,,4/1/2019,815587993982,R,0,1,1,P,78,B,2/1/2019,42,4.38%,78,360,245000,,RI,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00029
1,705,,4/1/2019,683074864675,R,0,1,1,P,80,B,2/1/2019,44,4.50%,80,360,345000,,AZ,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00851
1,706,,4/1/2019,654769845138,R,0,1,1,P,60,B,2/1/2019,44,4.25%,60,360,432000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00915
1,744,,4/1/2019,767600443960,R,0,1,1,P,61,B,2/1/2019,44,3.75%,61,360,593000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00921
1,648,,4/1/2019,625481982025,R,0,1,1,P,70,B,2/1/2019,44,4.13%,70,360,456000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00906
1,711,,4/1/2019,790920971862,R,0,1,1,P,72,B,2/1/2019,44,4.61%,72,360,178000,,MA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00027
1,768,,4/1/2019,529591494291,R,0,1,1,P,80,B,2/1/2019,44,4.38%,80,360,508000,,MA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00018
1,704,,4/1/2019,897798938682,R,0,1,1,P,51,B,2/1/2019,44,4.00%,51,360,265000,,VA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00220
1,733,,4/1/2019,860544317006,R,0,1,1,P,79,B,2/1/2019,45,4.38%,79,360,319000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00925
1,782,,4/1/2019,753122855058,R,0,1,1,P,80,B,2/1/2019,45,4.30%,80,360,428000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00933
1,658,,4/1/2019,552036687592,R,0,1,1,P,78,B,2/1/2019,45,4.75%,78,360,343000,,MA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00019
1,765,,4/1/2019,868155922494,R,0,1,1,P,73,B,2/1/2019,45,4.13%,73,360,314000,,PA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00191
1,768,,4/1/2019,837563051722,R,0,1,1,P,73,B,2/1/2019,45,4.13%,73,360,393000,,WA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00986
1,748,,4/1/2019,628274887729,R,0,1,1,P,54,B,2/1/2019,46,4.38%,54,360,510000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00950
1,809,,4/1/2019,758628119607,R,0,1,1,P,75,B,2/1/2019,46,4.63%,75,360,520000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00907
1,745,,4/1/2019,685266993062,R,0,1,1,P,80,B,2/1/2019,46,4.50%,80,360,356000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00959
1,802,,4/1/2019,578587296705,R,0,1,1,P,80,B,2/1/2019,46,4.50%,80,360,366000,,CO,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00801
1,649,,4/1/2019,633044957135,R,0,1,1,P,91,B,2/1/2019,46,5.00%,67,360,179000,,IL,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00600
1,815,,4/1/2019,898591430596,R,0,1,1,P,31,B,2/1/2019,47,4.00%,31,360,133000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00903
1,782,,4/1/2019,675070192937,R,0,1,1,P,45,B,2/1/2019,47,4.14%,45,360,448000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00926
1,658,,4/1/2019,873551140578,R,0,1,1,P,46,B,2/1/2019,47,4.50%,46,360,450000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00920
1,757,,4/1/2019,841409210741,R,0,1,1,P,80,B,2/1/2019,47,4.38%,80,360,348000,,CO,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00802
1,796,,4/1/2019,582452795263,R,0,1,1,P,75,B,2/1/2019,47,4.28%,75,360,269000,,IL,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00600
1,789,,4/1/2019,510363268884,R,0,1,1,P,50,B,2/1/2019,47,4.50%,50,360,550000,,WA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00982
1,815,,4/1/2019,733209311263,R,0,1,1,P,36,B,2/1/2019,48,4.50%,36,360,673000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00940
1,711,,4/1/2019,839690234766,R,0,1,1,P,60,B,2/1/2019,48,4.50%,60,360,718000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00913
1,745,,4/1/2019,810986536974,R,0,1,1,P,60,B,2/1/2019,48,4.00%,60,360,375000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00913
1,774,,4/1/2019,721065136711,R,0,1,1,P,62,B,2/1/2019,48,4.64%,62,360,499000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00921
1,737,,4/1/2019,535413215066,R,0,1,1,P,77,B,2/1/2019,48,4.50%,77,360,280000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00917
1,697,,4/1/2019,775678787172,R,0,1,1,P,69,B,2/1/2019,48,4.75%,69,360,195000,,MO,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00641
1,713,,4/1/2019,909299202023,R,0,1,1,P,30,B,2/1/2019,49,4.50%,30,360,228000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00953
1,739,,4/1/2019,766767252188,R,0,1,1,P,76,B,2/1/2019,49,4.38%,70,360,450000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00953
1,769,,4/1/2019,553452925348,R,0,1,1,P,75,B,2/1/2019,49,4.25%,75,360,589000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00906
1,756,,4/1/2019,561893429571,R,0,1,1,P,79,B,2/1/2019,49,4.38%,79,360,379000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00919
1,749,,4/1/2019,841474678911,R,0,1,1,P,65,B,2/1/2019,49,4.50%,65,360,466000,,CO,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00804
1,780,,4/1/2019,840426133511,R,0,1,1,P,69,B,2/1/2019,49,4.00%,69,360,233000,,IL,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00606
1,723,,4/1/2019,798981561342,R,0,1,1,P,45,B,2/1/2019,50,4.49%,45,360,234000,,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00917
1,719,,4/1/2019,772034562268,R,0,1,1,P,75,B,2/1/2019,50,4.75%,75,360,164000,,IL,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00604
1,697,,4/1/2019,590967446314,R,0,1,1,P,73,B,2/1/2019,50,4.38%,73,360,469000,,NJ,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00074
1,801,,4/1/2019,721647344758,R,0,1,1,P,30,B,2/1/2019,50,4.38%,30,360,173000,,OR,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00972
1,763,,5/1/2019,790253668130,R,0,1,1,P,38,B,2/1/2019,19,4.38%,38,360,130000,,NC,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00287
