Number of Records,Borr Credit Score,Coborr Credit Score,First Pmt Date,Loan Identifier,Loan Purp,Mort Ins Type,Num Borrowers,Num Units,Occ Type,Orig CLTV,Orig Channel,Orig Date,Orig Debt Inc Ratio,Orig Int Rate,Orig LTV,Orig Loan Term,Orig UPB,P M Iperct,Prop State,Prop Type,Reloc Mort Ind,Seller Name,Zip Code
1,736,,4/1/2019,564478077632,C,0,1,1,P,65,R,2/1/2019,13,5.75%,65,360,84000,,TX,SF,N,QUICKEN LOANS INC.,00780
1,732,,4/1/2019,790531748844,C,0,1,1,P,80,R,2/1/2019,14,4.88%,80,360,107000,,AR,SF,N,QUICKEN LOANS INC.,00727
1,805,,4/1/2019,681711023252,C,0,1,1,P,55,R,2/1/2019,14,4.88%,55,360,100000,,IN,SF,N,QUICKEN LOANS INC.,00474
1,646,,4/1/2019,914396978136,C,0,1,1,P,75,R,2/1/2019,15,5.50%,75,360,107000,,MO,SF,N,QUICKEN LOANS INC.,00658
1,705,,4/1/2019,725226560979,C,0,1,1,P,66,R,2/1/2019,15,5.75%,66,360,75000,,OK,SF,N,QUICKEN LOANS INC.,00749
1,682,,4/1/2019,723975870976,C,0,1,1,P,75,R,2/1/2019,16,5.38%,75,360,447000,,CO,SF,N,QUICKEN LOANS INC.,00804
1,777,,4/1/2019,753194723829,C,0,1,1,P,80,R,2/1/2019,16,4.63%,80,360,210000,,TX,SF,N,QUICKEN LOANS INC.,00754
1,813,,4/1/2019,541359856931,C,0,1,1,P,46,R,2/1/2019,16,4.50%,46,360,166000,,WA,SF,N,QUICKEN LOANS INC.,00982
1,782,,4/1/2019,634238654575,C,0,1,1,P,60,R,2/1/2019,17,4.50%,60,360,108000,,MI,SF,N,QUICKEN LOANS INC.,00494
1,794,,4/1/2019,645231630918,C,0,1,1,P,57,R,2/1/2019,18,4.99%,57,360,165000,,FL,SF,N,QUICKEN LOANS INC.,00334
1,795,,4/1/2019,629227595356,C,0,1,1,P,75,R,2/1/2019,18,4.75%,75,360,326000,,TX,SF,N,QUICKEN LOANS INC.,00781
1,654,,4/1/2019,750351732017,C,0,1,1,P,48,R,2/1/2019,19,4.63%,48,360,159000,,MD,SF,N,QUICKEN LOANS INC.,00206
1,622,,4/1/2019,665816156782,C,0,1,1,P,46,R,2/1/2019,19,5.50%,46,360,60000,,PA,SF,N,QUICKEN LOANS INC.,00152
1,725,,4/1/2019,503328661265,C,0,1,1,P,54,R,2/1/2019,20,4.75%,54,360,448000,,CA,SF,N,QUICKEN LOANS INC.,00927
1,746,,4/1/2019,795064095718,C,0,1,1,P,12,R,2/1/2019,20,4.99%,12,360,75000,,FL,SF,N,QUICKEN LOANS INC.,00336
1,649,,4/1/2019,785129479661,C,0,1,1,P,52,R,2/1/2019,20,4.88%,52,360,75000,,FL,SF,N,QUICKEN LOANS INC.,00346
1,701,,4/1/2019,650635320479,C,0,1,1,P,24,R,2/1/2019,20,4.75%,24,360,400000,,MD,SF,N,QUICKEN LOANS INC.,00211
1,724,,4/1/2019,857469667243,C,0,1,1,P,70,R,2/1/2019,20,5.50%,70,360,126000,,TX,SF,N,QUICKEN LOANS INC.,00770
1,817,,4/1/2019,579820722085,C,0,1,1,P,47,R,2/1/2019,21,4.38%,47,360,260000,,CA,SF,N,QUICKEN LOANS INC.,00928
1,796,,4/1/2019,897239066596,C,0,1,1,P,70,R,2/1/2019,21,4.56%,70,360,125000,,GA,SF,N,QUICKEN LOANS INC.,00300
1,719,,4/1/2019,747263761490,C,0,1,1,P,51,R,2/1/2019,21,4.99%,51,360,152000,,MI,SF,N,QUICKEN LOANS INC.,00481
1,705,,4/1/2019,779562063078,C,0,1,1,P,60,R,2/1/2019,21,4.99%,60,360,125000,,NC,SF,N,QUICKEN LOANS INC.,00272
1,778,,4/1/2019,767382659402,C,0,1,1,P,42,R,2/1/2019,21,5.50%,42,360,62000,,NV,SF,N,QUICKEN LOANS INC.,00895
1,715,,4/1/2019,895645988834,C,0,1,1,P,45,R,2/1/2019,21,4.25%,45,360,139000,,SC,SF,N,QUICKEN LOANS INC.,00296
1,741,,4/1/2019,610313403758,C,0,1,1,P,34,R,2/1/2019,21,4.56%,34,360,100000,,WA,SF,N,QUICKEN LOANS INC.,00985
1,735,,4/1/2019,857860931400,C,0,1,1,P,71,R,2/1/2019,22,4.99%,71,360,131000,,GA,SF,N,QUICKEN LOANS INC.,00301
1,701,,4/1/2019,620610838258,C,0,1,1,P,73,R,2/1/2019,22,4.88%,73,360,244000,,MA,SF,N,QUICKEN LOANS INC.,00026
1,756,,4/1/2019,686244305260,C,0,1,1,P,70,R,2/1/2019,22,4.75%,70,360,100000,,MI,SF,N,QUICKEN LOANS INC.,00488
1,715,,4/1/2019,555526421342,C,0,1,1,P,54,R,2/1/2019,22,4.63%,54,360,147000,,SC,SF,N,QUICKEN LOANS INC.,00296
1,759,,4/1/2019,532016456260,C,0,1,1,P,50,R,2/1/2019,22,5.50%,50,360,114000,,TX,SF,N,QUICKEN LOANS INC.,00773
1,742,,4/1/2019,751729559831,C,0,1,1,P,20,R,2/1/2019,23,4.88%,20,360,75000,,AL,SF,N,QUICKEN LOANS INC.,00360
1,659,,4/1/2019,590826482845,C,0,1,1,P,59,R,2/1/2019,23,5.75%,59,360,188000,,CA,SF,N,QUICKEN LOANS INC.,00960
1,776,,4/1/2019,852879552281,C,0,1,1,P,60,R,2/1/2019,23,4.13%,60,360,389000,,CA,SF,N,QUICKEN LOANS INC.,00945
1,708,,4/1/2019,575019449106,C,0,1,1,P,66,R,2/1/2019,23,5.25%,66,360,110000,,GA,SF,N,QUICKEN LOANS INC.,00302
1,749,,4/1/2019,724922481204,C,0,1,1,P,72,R,2/1/2019,23,4.75%,72,360,165000,,GA,SF,N,QUICKEN LOANS INC.,00301
1,750,,4/1/2019,835613079688,C,0,1,1,P,74,R,2/1/2019,23,4.56%,74,360,335000,,MA,SF,N,QUICKEN LOANS INC.,00023
1,743,,4/1/2019,561276138020,C,0,1,1,P,67,R,2/1/2019,23,4.75%,67,360,120000,,MI,SF,N,QUICKEN LOANS INC.,00481
1,694,,4/1/2019,675077244764,C,0,1,1,P,29,R,2/1/2019,24,5.13%,29,360,83000,,CO,SF,N,QUICKEN LOANS INC.,00809
1,628,,4/1/2019,661825469778,C,0,1,1,P,65,R,2/1/2019,24,4.99%,65,360,221000,,CO,SF,N,QUICKEN LOANS INC.,00802
1,714,,4/1/2019,645003604293,C,0,1,1,P,60,R,2/1/2019,24,4.50%,60,360,104000,,FL,SF,N,QUICKEN LOANS INC.,00347
1,780,,4/1/2019,792878491526,C,0,1,1,P,48,R,2/1/2019,24,5.38%,48,360,91000,,ID,SF,N,QUICKEN LOANS INC.,00837
1,710,,4/1/2019,800949456510,C,0,1,1,P,80,R,2/1/2019,24,4.75%,80,360,202000,,MI,SF,N,QUICKEN LOANS INC.,00492
1,733,,4/1/2019,656200501814,C,0,1,1,P,80,R,2/1/2019,24,4.99%,80,360,119000,,MI,SF,N,QUICKEN LOANS INC.,00482
1,777,,4/1/2019,752252640718,C,0,1,1,P,54,R,2/1/2019,24,4.88%,54,360,210000,,TX,SF,N,QUICKEN LOANS INC.,00750
1,703,,4/1/2019,795239656457,C,0,1,1,P,50,R,2/1/2019,24,4.75%,50,360,136000,,WA,SF,N,QUICKEN LOANS INC.,00986
1,693,,4/1/2019,857776052994,C,0,1,1,P,44,R,2/1/2019,25,4.99%,44,360,105000,,AZ,SF,N,QUICKEN LOANS INC.,00852
1,733,,4/1/2019,528222242003,C,0,1,1,P,45,R,2/1/2019,25,4.75%,45,360,100000,,AZ,SF,N,QUICKEN LOANS INC.,00853
1,773,,4/1/2019,508743226060,C,0,1,1,P,59,R,2/1/2019,25,4.25%,59,360,131000,,AZ,SF,N,QUICKEN LOANS INC.,00850
1,714,,4/1/2019,532429853002,C,0,1,1,P,49,R,2/1/2019,25,4.75%,49,360,158000,,CA,SF,N,QUICKEN LOANS INC.,00925
1,708,,4/1/2019,611196249303,C,0,1,1,P,54,R,2/1/2019,25,4.75%,54,360,229000,,CA,SF,N,QUICKEN LOANS INC.,00925
1,705,,4/1/2019,720670796061,C,0,1,1,P,70,R,2/1/2019,25,4.99%,70,360,108000,,KY,SF,N,QUICKEN LOANS INC.,00402
1,663,,4/1/2019,642818437408,C,0,1,1,P,57,R,2/1/2019,25,4.13%,57,360,150000,,MA,SF,N,QUICKEN LOANS INC.,00027
1,692,,4/1/2019,798653177449,C,0,1,1,P,50,R,2/1/2019,25,5.88%,50,360,80000,,TX,SF,N,QUICKEN LOANS INC.,00782
1,631,,4/1/2019,617942913315,C,0,1,1,P,57,R,2/1/2019,25,4.99%,57,360,198000,,WA,SF,N,QUICKEN LOANS INC.,00983
1,791,,4/1/2019,640282510256,C,0,1,1,P,72,R,2/1/2019,25,4.75%,72,360,153000,,WA,SF,N,QUICKEN LOANS INC.,00992
1,672,,4/1/2019,580650747484,C,0,1,1,P,27,R,2/1/2019,26,4.56%,27,360,153000,,CA,SF,N,QUICKEN LOANS INC.,00957
1,775,,4/1/2019,798440312828,C,0,1,1,P,60,R,2/1/2019,26,4.56%,60,360,165000,,CA,SF,N,QUICKEN LOANS INC.,00936
1,748,,4/1/2019,693218971667,C,0,1,1,P,67,R,2/1/2019,26,4.99%,67,360,102000,,IL,SF,N,QUICKEN LOANS INC.,00613
1,723,,4/1/2019,839657787957,C,0,1,1,P,54,R,2/1/2019,26,4.99%,54,360,85000,,LA,SF,N,QUICKEN LOANS INC.,00708
1,707,,4/1/2019,658957876367,C,0,1,1,P,36,R,2/1/2019,26,4.99%,36,360,50000,,MI,SF,N,QUICKEN LOANS INC.,00488
1,715,,4/1/2019,877355098799,C,0,1,1,P,80,R,2/1/2019,26,4.88%,80,360,188000,,OH,SF,N,QUICKEN LOANS INC.,00440
1,656,,4/1/2019,880524352560,C,0,1,1,P,75,R,2/1/2019,26,4.75%,75,360,315000,,OR,SF,N,QUICKEN LOANS INC.,00972
1,776,,4/1/2019,645502537913,C,0,1,1,P,70,R,2/1/2019,26,4.75%,70,360,133000,,TN,SF,N,QUICKEN LOANS INC.,00374
1,675,,4/1/2019,904461766593,C,0,1,1,P,55,R,2/1/2019,26,4.99%,55,360,205000,,TX,SF,N,QUICKEN LOANS INC.,00752
1,661,,4/1/2019,912190015076,C,0,1,1,P,70,R,2/1/2019,26,5.75%,70,360,128000,,TX,SF,N,QUICKEN LOANS INC.,00760
1,753,,4/1/2019,531638316198,C,0,1,1,P,80,R,2/1/2019,26,4.99%,80,360,250000,,TX,SF,N,QUICKEN LOANS INC.,00775
1,651,,4/1/2019,811954383946,C,0,1,1,P,45,R,2/1/2019,26,5.25%,45,360,90000,,VA,SF,N,QUICKEN LOANS INC.,00231
1,780,,4/1/2019,880820893300,C,0,1,1,P,60,R,2/1/2019,27,4.63%,60,360,233000,,CA,SF,N,QUICKEN LOANS INC.,00923
1,628,,4/1/2019,808124263448,C,0,1,1,P,68,R,2/1/2019,27,4.88%,68,360,177000,,DE,SF,N,QUICKEN LOANS INC.,00198
1,808,,4/1/2019,798269431081,C,0,1,1,P,34,R,2/1/2019,27,5.38%,34,360,60000,,IL,SF,N,QUICKEN LOANS INC.,00614
1,629,,4/1/2019,880826004607,C,0,1,1,P,60,R,2/1/2019,27,4.99%,60,360,152000,,MA,SF,N,QUICKEN LOANS INC.,00015
1,776,,4/1/2019,635354017414,C,0,1,1,P,66,R,2/1/2019,27,4.99%,66,360,122000,,MA,SF,N,QUICKEN LOANS INC.,00015
1,725,,4/1/2019,685699815141,C,0,1,1,P,73,R,2/1/2019,27,4.99%,73,360,197000,,MN,SF,N,QUICKEN LOANS INC.,00570
1,730,,4/1/2019,632167293724,C,0,1,1,P,45,R,2/1/2019,27,4.99%,45,360,102000,,NV,SF,N,QUICKEN LOANS INC.,00891
1,710,,4/1/2019,781738711783,C,0,1,1,P,42,R,2/1/2019,27,4.25%,42,360,270000,,OR,SF,N,QUICKEN LOANS INC.,00972
1,651,,4/1/2019,821054734706,C,0,1,1,P,60,R,2/1/2019,27,4.99%,60,360,270000,,RI,SF,N,QUICKEN LOANS INC.,00028
1,705,,4/1/2019,818365622772,C,0,1,1,P,59,R,2/1/2019,27,4.99%,59,360,184000,,TX,SF,N,QUICKEN LOANS INC.,00774
1,770,,4/1/2019,882976799834,C,0,1,1,P,58,R,2/1/2019,27,4.38%,58,360,322000,,VA,SF,N,QUICKEN LOANS INC.,00220
1,756,,4/1/2019,887158464224,C,0,1,1,P,64,R,2/1/2019,27,4.75%,64,360,167000,,VA,SF,N,QUICKEN LOANS INC.,00233
1,819,,4/1/2019,680120502060,C,0,1,1,P,57,R,2/1/2019,28,4.75%,57,360,228000,,AZ,SF,N,QUICKEN LOANS INC.,00852
1,656,,4/1/2019,561154944509,C,0,1,1,P,46,R,2/1/2019,28,4.75%,46,360,164000,,CA,SF,N,QUICKEN LOANS INC.,00935
1,741,,4/1/2019,758417281633,C,0,1,1,P,70,R,2/1/2019,28,4.99%,70,360,415000,,CO,SF,N,QUICKEN LOANS INC.,00802
1,704,,4/1/2019,638026631288,C,0,1,1,P,63,R,2/1/2019,28,4.88%,63,360,75000,,FL,SF,N,QUICKEN LOANS INC.,00321
1,756,,4/1/2019,781903522279,C,0,1,1,P,66,R,2/1/2019,28,4.99%,66,360,131000,,FL,SF,N,QUICKEN LOANS INC.,00321
1,688,,4/1/2019,844678926337,C,0,1,1,P,67,R,2/1/2019,28,4.99%,67,360,175000,,FL,SF,N,QUICKEN LOANS INC.,00330
1,707,,4/1/2019,547824017213,C,0,1,1,P,68,R,2/1/2019,28,4.56%,68,360,483000,,GA,SF,N,QUICKEN LOANS INC.,00303
1,798,,4/1/2019,534464669526,C,0,1,1,P,76,R,2/1/2019,28,4.88%,76,360,165000,,IA,SF,N,QUICKEN LOANS INC.,00523
1,683,,4/1/2019,633977292048,C,0,1,1,P,69,R,2/1/2019,28,4.38%,69,360,293000,,MI,SF,N,QUICKEN LOANS INC.,00483
1,696,,4/1/2019,681844469048,C,0,1,1,P,63,R,2/1/2019,28,5.50%,63,360,75000,,OH,SF,N,QUICKEN LOANS INC.,00451
1,672,,4/1/2019,770700870376,C,0,1,1,P,59,R,2/1/2019,28,4.50%,59,360,200000,,OR,SF,N,QUICKEN LOANS INC.,00970
1,780,,4/1/2019,831319230568,C,0,1,1,P,41,R,2/1/2019,28,5.38%,41,360,95000,,TX,SF,N,QUICKEN LOANS INC.,00761
1,640,,4/1/2019,789911039036,C,0,1,1,P,63,R,2/1/2019,28,5.75%,63,360,100000,,TX,SF,N,QUICKEN LOANS INC.,00785
1,734,,4/1/2019,603024712830,C,0,1,1,P,74,R,2/1/2019,28,4.88%,74,360,228000,,TX,SF,N,QUICKEN LOANS INC.,00787
1,659,,4/1/2019,747256698727,C,0,1,1,P,55,R,2/1/2019,28,4.99%,55,360,244000,,VA,SF,N,QUICKEN LOANS INC.,00245
1,672,,4/1/2019,743036581661,C,0,1,1,P,69,R,2/1/2019,29,4.99%,69,360,175000,,AK,SF,N,QUICKEN LOANS INC.,00995
1,703,,4/1/2019,674927204125,C,0,1,1,P,49,R,2/1/2019,29,4.99%,49,360,530000,,CA,SF,N,QUICKEN LOANS INC.,00941
1,778,,4/1/2019,575893106317,C,0,1,1,P,73,R,2/1/2019,29,4.99%,73,360,211000,,CO,SF,N,QUICKEN LOANS INC.,00809
1,769,,4/1/2019,593816304384,C,0,1,1,P,74,R,2/1/2019,29,4.99%,74,360,112000,,FL,SF,N,QUICKEN LOANS INC.,00337
1,700,,4/1/2019,606263919162,C,0,1,1,P,80,R,2/1/2019,29,5.13%,80,360,116000,,MI,SF,N,QUICKEN LOANS INC.,00482
1,701,,4/1/2019,614172828546,C,0,1,1,P,36,R,2/1/2019,29,4.99%,36,360,137000,,NJ,SF,N,QUICKEN LOANS INC.,00076
1,621,,4/1/2019,606671757286,C,0,1,1,P,46,R,2/1/2019,30,4.99%,46,360,101000,,AZ,SF,N,QUICKEN LOANS INC.,00850
1,769,,4/1/2019,653558279614,C,0,1,1,P,59,R,2/1/2019,30,4.75%,59,360,177000,,CA,SF,N,QUICKEN LOANS INC.,00958
1,751,,4/1/2019,810359124020,C,0,1,1,P,77,R,2/1/2019,30,4.50%,77,360,227000,,CA,SF,N,QUICKEN LOANS INC.,00935
1,634,,4/1/2019,889386472172,C,0,1,1,P,64,R,2/1/2019,30,4.75%,64,360,357000,,MA,SF,N,QUICKEN LOANS INC.,00021
1,677,,4/1/2019,579723524455,C,0,1,1,P,74,R,2/1/2019,30,4.99%,74,360,198000,,MI,SF,N,QUICKEN LOANS INC.,00488
1,702,,4/1/2019,627060438533,C,0,1,1,P,80,R,2/1/2019,30,4.99%,80,360,128000,,MI,SF,N,QUICKEN LOANS INC.,00484
1,657,,4/1/2019,639252824429,C,0,1,1,P,70,R,2/1/2019,30,5.50%,70,360,91000,,OK,SF,N,QUICKEN LOANS INC.,00747
1,767,,4/1/2019,847048337184,C,0,1,1,P,62,R,2/1/2019,30,4.63%,62,360,200000,,WA,SF,N,QUICKEN LOANS INC.,00986
1,807,,4/1/2019,557804212050,C,0,1,1,P,64,R,2/1/2019,31,5.25%,64,360,456000,,AL,SF,N,QUICKEN LOANS INC.,00356
1,664,,4/1/2019,832426790116,C,0,1,1,P,60,R,2/1/2019,31,4.99%,60,360,120000,,CA,SF,N,QUICKEN LOANS INC.,00937
1,645,,4/1/2019,842503684605,C,0,1,1,P,80,R,2/1/2019,31,5.63%,80,360,345000,,CA,SF,N,QUICKEN LOANS INC.,00925
1,671,,4/1/2019,521781508827,C,0,1,1,P,53,R,2/1/2019,31,4.56%,53,360,221000,,CO,SF,N,QUICKEN LOANS INC.,00800
1,774,,4/1/2019,508350013583,C,0,1,1,P,57,R,2/1/2019,31,4.38%,57,360,259000,,CO,SF,N,QUICKEN LOANS INC.,00800
1,663,,4/1/2019,849888032052,C,0,1,1,P,66,R,2/1/2019,31,4.99%,66,360,168000,,FL,SF,N,QUICKEN LOANS INC.,00336
1,770,,4/1/2019,774291130255,C,0,1,1,P,75,R,2/1/2019,31,5.38%,75,360,85000,,IN,SF,N,QUICKEN LOANS INC.,00462
1,689,,4/1/2019,798995047565,C,0,1,1,P,50,R,2/1/2019,31,5.13%,50,360,154000,,MI,SF,N,QUICKEN LOANS INC.,00481
1,743,,4/1/2019,871658474874,C,0,1,1,P,57,R,2/1/2019,31,4.75%,57,360,106000,,NM,SF,N,QUICKEN LOANS INC.,00880
1,706,,4/1/2019,723373372344,C,0,1,1,P,60,R,2/1/2019,31,4.50%,60,360,203000,,OR,SF,N,QUICKEN LOANS INC.,00973
1,746,,4/1/2019,536458703317,C,0,1,1,P,77,R,2/1/2019,31,4.99%,77,360,103000,,PA,SF,N,QUICKEN LOANS INC.,00175
1,697,,4/1/2019,545079399897,C,0,1,1,P,80,R,2/1/2019,31,5.63%,80,360,154000,,PA,SF,N,QUICKEN LOANS INC.,00173
1,735,,4/1/2019,646297723432,C,0,1,1,P,53,R,2/1/2019,31,4.75%,53,360,419000,,TX,SF,N,QUICKEN LOANS INC.,00770
1,625,,4/1/2019,779696770357,C,0,1,1,P,60,R,2/1/2019,31,5.75%,60,360,61000,,TX,SF,N,QUICKEN LOANS INC.,00760
1,724,,4/1/2019,540594052299,C,0,1,1,P,76,R,2/1/2019,31,4.75%,76,360,150000,,TX,SF,N,QUICKEN LOANS INC.,00750
1,703,,4/1/2019,625033616317,C,0,1,1,P,37,R,2/1/2019,31,5.25%,37,360,63000,,UT,SF,N,QUICKEN LOANS INC.,00844
1,702,,4/1/2019,609108482237,C,0,1,1,P,16,R,2/1/2019,32,4.99%,16,360,140000,,CA,SF,N,QUICKEN LOANS INC.,00926
1,782,725,3/1/2019,733758367506,R,1,2,1,P,83,C,1/1/2019,30,4.88%,83,360,313000,12,MS,SF,N,OTHER,00386
1,745,687,3/1/2019,517239782541,R,1,2,1,P,85,C,1/1/2019,33,5.00%,85,360,190000,12,MO,SF,N,OTHER,00655
1,688,704,3/1/2019,730628481863,R,1,2,1,P,85,C,1/1/2019,38,4.88%,85,360,143000,12,IL,SF,N,OTHER,00614
1,689,680,3/1/2019,685253957650,R,1,2,1,P,85,C,1/1/2019,38,5.25%,85,360,128000,12,MO,SF,N,OTHER,00655
1,704,756,3/1/2019,907368302272,R,1,2,1,P,85,C,1/1/2019,42,4.88%,85,360,179000,12,FL,SF,N,OTHER,00334
1,712,642,3/1/2019,500293272609,R,1,2,1,P,85,C,1/1/2019,49,5.50%,85,360,415000,12,TX,SF,N,OTHER,00760
1,743,717,4/1/2019,772469868433,R,1,2,1,P,85,C,1/1/2019,37,4.50%,85,360,465000,12,OK,SF,N,OTHER,00744
1,770,730,4/1/2019,529022553439,R,1,2,1,P,84,C,2/1/2019,18,4.75%,84,360,142000,12,WI,SF,N,OTHER,00544
1,816,762,4/1/2019,634652167047,R,1,2,1,P,85,C,2/1/2019,19,4.25%,85,360,204000,12,IA,SF,N,OTHER,00513
1,773,795,4/1/2019,523616541686,R,1,2,1,P,85,C,2/1/2019,31,4.88%,85,360,409000,12,WI,SF,N,OTHER,00544
1,753,729,4/1/2019,502214137216,R,1,2,1,P,85,C,2/1/2019,40,4.75%,85,360,259000,12,MN,SF,N,OTHER,00567
1,778,776,4/1/2019,765875472531,R,1,2,1,P,85,C,2/1/2019,42,4.75%,85,360,233000,12,WI,SF,N,OTHER,00544
1,768,780,4/1/2019,729985066301,R,1,2,1,P,82,C,2/1/2019,47,4.88%,82,360,210000,12,FL,SF,N,OTHER,00324
1,732,731,4/1/2019,813526635767,R,1,2,1,P,83,C,2/1/2019,48,4.88%,83,360,476000,12,TN,SF,N,OTHER,00370
1,738,672,4/1/2019,757455129616,R,1,2,1,P,83,C,2/1/2019,48,5.38%,83,360,362000,12,TX,SF,N,OTHER,00795
1,668,663,4/1/2019,600729271143,R,1,2,1,P,85,C,2/1/2019,49,4.88%,85,360,357000,12,CA,SF,N,OTHER,00917
1,724,721,5/1/2019,687778916900,R,1,2,1,P,85,C,3/1/2019,25,5.13%,85,360,230000,12,MI,SF,N,OTHER,00494
1,748,762,5/1/2019,800524171469,R,1,2,1,P,84,C,3/1/2019,47,4.50%,84,360,393000,12,WI,SF,N,OTHER,00530
1,784,767,3/1/2019,902741518330,R,1,2,1,P,81,C,1/1/2019,31,4.63%,81,360,484000,12,GA,SF,N,PENNYMAC CORP.,00303
1,685,750,3/1/2019,595226994170,R,1,2,1,P,86,C,1/1/2019,43,4.75%,86,360,262000,12,CO,SF,N,PENNYMAC CORP.,00805
1,718,710,3/1/2019,751538403726,R,1,2,1,P,84,C,1/1/2019,43,5.25%,84,360,382000,12,UT,SF,N,PENNYMAC CORP.,00840
1,733,718,4/1/2019,659451771241,R,1,2,1,P,85,C,2/1/2019,30,5.13%,85,360,262000,12,MN,SF,N,PENNYMAC CORP.,00557
1,681,683,4/1/2019,541923032960,R,1,2,1,P,84,C,2/1/2019,35,4.99%,84,360,270000,12,UT,SF,N,PENNYMAC CORP.,00840
1,781,712,4/1/2019,806527420977,R,1,2,1,P,85,C,2/1/2019,36,4.88%,85,360,80000,12,MT,SF,N,PENNYMAC CORP.,00596
1,707,783,4/1/2019,595238853269,R,1,2,1,P,85,C,2/1/2019,38,5.50%,85,360,290000,12,MT,SF,N,PENNYMAC CORP.,00598
1,761,761,4/1/2019,530702966231,R,1,2,1,P,82,C,2/1/2019,41,4.63%,82,360,163000,12,MO,SF,N,PENNYMAC CORP.,00633
1,704,714,4/1/2019,852303413969,R,1,2,1,P,85,C,2/1/2019,50,4.75%,85,360,416000,12,CA,SF,N,QUICKEN LOANS INC.,00919
1,775,692,3/1/2019,693160332053,R,1,2,1,P,83,C,1/1/2019,23,4.63%,83,360,218000,12,CO,SF,N,TRUIST BANK (FORMERLY SUNTRUST BANK),00815
1,694,679,3/1/2019,845653834116,R,1,2,1,P,89,C,1/1/2019,44,5.13%,83,360,368000,12,CA,SF,N,U.S. BANK N.A.,00920
1,701,785,4/1/2019,614414579622,R,1,2,1,P,85,C,2/1/2019,43,4.38%,85,360,463000,12,FL,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00330
1,715,690,4/1/2019,603961655382,R,1,2,1,P,85,C,2/1/2019,45,5.00%,85,360,524000,12,CA,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00920
1,768,787,5/1/2019,884749883733,R,1,2,1,P,84,C,3/1/2019,31,4.63%,84,360,247000,12,MI,SF,N,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",00480
1,732,730,3/1/2019,896736280612,R,1,2,1,P,85,C,1/1/2019,26,4.88%,85,360,408000,12,AR,SF,N,"WELLS FARGO BANK, N.A.",00720
1,798,809,3/1/2019,789462872676,R,1,2,1,P,84,C,1/1/2019,34,4.50%,84,360,541000,12,CA,SF,N,"WELLS FARGO BANK, N.A.",00934
1,799,795,3/1/2019,836174011025,R,1,2,1,P,85,C,1/1/2019,40,5.25%,85,360,435000,12,WI,SF,N,"WELLS FARGO BANK, N.A.",00540
1,756,725,3/1/2019,819624217672,R,1,2,1,P,83,C,1/1/2019,47,5.38%,83,360,484000,12,CA,SF,N,"WELLS FARGO BANK, N.A.",00925
1,784,755,4/1/2019,898028282093,R,1,2,1,P,84,C,1/1/2019,29,4.63%,84,360,430000,12,TX,SF,N,"WELLS FARGO BANK, N.A.",00764
1,743,739,4/1/2019,537665025294,R,1,2,1,P,85,C,2/1/2019,20,4.25%,85,360,379000,12,NJ,SF,N,"WELLS FARGO BANK, N.A.",00080
1,775,752,4/1/2019,808880981292,R,1,2,1,P,85,C,2/1/2019,38,4.50%,85,360,211000,12,AR,SF,N,"WELLS FARGO BANK, N.A.",00720
1,656,670,3/1/2019,777289305824,R,1,2,1,P,95,C,2/1/2019,41,4.50%,95,360,336000,16,ID,SF,N,OTHER,00836
1,730,739,3/1/2019,799305603860,R,1,2,1,P,85,C,2/1/2019,39,4.50%,85,360,152000,20,AR,SF,N,"WELLS FARGO BANK, N.A.",00726
1,780,795,4/1/2019,536458406184,R,1,2,1,P,88,C,2/1/2019,31,4.25%,88,360,256000,25,IA,SF,N,"AMERIHOME MORTGAGE COMPANY, LLC",00500
1,694,673,4/1/2019,880476044523,R,1,2,1,P,90,C,2/1/2019,38,5.00%,90,360,162000,25,CT,SF,N,DITECH FINANCIAL LLC,00066
1,811,793,3/1/2019,521586275960,R,1,2,1,P,87,C,1/1/2019,28,4.99%,87,360,250000,25,MS,SF,N,"FLAGSTAR BANK, FSB",00388
1,791,803,3/1/2019,871921767803,R,1,2,1,P,91,C,1/1/2019,33,4.63%,91,360,381000,25,OK,SF,N,"FLAGSTAR BANK, FSB",00736
1,706,734,3/1/2019,690168980576,R,1,2,1,P,90,C,1/1/2019,37,4.88%,90,360,423000,25,CA,SF,N,"FLAGSTAR BANK, FSB",00923
1,795,792,3/1/2019,723304247408,R,1,2,1,P,89,C,1/1/2019,39,4.88%,89,360,484000,25,CA,SF,N,"FLAGSTAR BANK, FSB",00906
1,624,643,3/1/2019,611746785922,R,1,2,1,P,89,C,1/1/2019,48,5.50%,89,360,459000,25,CA,SF,N,"FLAGSTAR BANK, FSB",00934
1,746,742,3/1/2019,537586134708,R,1,2,1,P,90,C,1/1/2019,48,4.25%,90,360,458000,25,CA,SF,N,"FLAGSTAR BANK, FSB",00953
1,799,797,3/1/2019,611257433965,R,1,2,1,P,87,C,1/1/2019,28,4.75%,87,360,463000,25,UT,SF,N,FREEDOM MORTGAGE CORP.,00846
