,origDate,origIntRate,origUPB,origLTV,origCLTV,origDebtIncRatio,WorstCreditScore,zipCode,fmacRate,fredRate,rateDiff,stateCat
13787,2019-01-01,4.375,260000,78,78,26,777,441,4.55,2.69,-0.17499999999999982,36
13788,2019-01-01,4.875,130000,44,44,26,731,990,4.55,2.69,0.3250000000000002,49
13789,2019-01-01,4.5,545000,60,60,29,742,940,4.55,2.69,-0.049999999999999815,4
13790,2019-01-01,4.99,406000,76,76,29,800,840,4.55,2.69,0.4400000000000004,46
13791,2019-01-01,4.625,425000,54,74,30,713,605,4.55,2.69,0.07500000000000018,15
13792,2019-01-01,4.875,206000,57,57,30,660,760,4.55,2.69,0.3250000000000002,45
13793,2019-01-01,4.375,270000,61,61,32,752,956,4.55,2.69,-0.17499999999999982,4
13794,2019-01-01,4.75,233000,79,79,32,728,530,4.55,2.69,0.20000000000000015,50
13795,2019-01-01,4.25,430000,60,60,33,753,331,4.55,2.69,-0.2999999999999998,9
13796,2019-01-01,5.125,355000,63,63,34,687,921,4.55,2.69,0.5750000000000002,4
13797,2019-01-01,4.375,302000,72,72,34,754,660,4.55,2.69,-0.17499999999999982,17
13798,2019-01-01,4.625,190000,80,80,34,732,554,4.55,2.69,0.07500000000000018,24
13799,2019-01-01,4.25,375000,62,62,34,762,972,4.55,2.69,-0.2999999999999998,38
13800,2019-01-01,4.625,481000,73,86,35,765,960,4.55,2.69,0.07500000000000018,4
13801,2019-01-01,4.99,215000,79,79,35,787,620,4.55,2.69,0.4400000000000004,15
13802,2019-01-01,4.75,126000,79,79,35,780,662,4.55,2.69,0.20000000000000015,17
13803,2019-01-01,5.125,275000,65,65,35,687,77,4.55,2.69,0.5750000000000002,32
13804,2019-01-01,4.875,349000,75,90,36,739,953,4.55,2.69,0.3250000000000002,4
13805,2019-01-01,4.875,484000,68,68,36,668,20,4.55,2.69,0.3250000000000002,20
13806,2019-01-01,5.375,304000,80,80,36,662,992,4.55,2.69,0.8250000000000002,49
13807,2019-01-01,4.375,310000,78,78,37,752,958,4.55,2.69,-0.17499999999999982,4
13808,2019-01-01,4.375,301000,66,66,37,695,601,4.55,2.69,-0.17499999999999982,15
13809,2019-01-01,4.25,343000,70,70,38,777,920,4.55,2.69,-0.2999999999999998,4
13810,2019-01-01,4.625,424000,51,51,38,627,214,4.55,2.69,0.07500000000000018,21
13811,2019-01-01,4.375,113000,47,47,38,697,281,4.55,2.69,-0.17499999999999982,28
13812,2019-01-01,4.375,360000,60,60,39,694,906,4.55,2.69,-0.17499999999999982,4
13813,2019-01-01,4.875,727000,60,60,40,743,208,4.55,2.69,0.3250000000000002,21
13814,2019-01-01,4.875,460000,48,48,40,655,797,4.55,2.69,0.3250000000000002,45
13815,2019-01-01,4.875,530000,75,75,40,702,227,4.55,2.69,0.3250000000000002,47
13816,2019-01-01,4.75,424000,68,68,41,693,928,4.55,2.69,0.20000000000000015,4
13817,2019-01-01,4.75,492000,65,65,42,733,927,4.55,2.69,0.20000000000000015,4
13818,2019-01-01,4.625,152000,80,80,42,688,630,4.55,2.69,0.07500000000000018,25
13819,2019-01-01,4.625,250000,44,44,42,798,979,4.55,2.69,0.07500000000000018,38
13820,2019-01-01,4.625,186000,52,52,42,808,571,4.55,2.69,0.07500000000000018,43
13821,2019-01-01,4.875,310000,65,65,43,791,481,4.55,2.69,0.3250000000000002,23
13822,2019-01-01,5.375,236000,63,63,44,772,308,4.55,2.69,0.8250000000000002,10
13823,2019-01-01,4.625,119000,62,62,44,811,480,4.55,2.69,0.07500000000000018,23
13824,2019-01-01,4.875,208000,78,78,44,631,894,4.55,2.69,0.3250000000000002,34
13825,2019-01-01,5.125,484000,74,78,45,757,916,4.55,2.69,0.5750000000000002,4
13826,2019-01-01,5.75,205000,75,75,45,696,480,4.55,2.69,1.2000000000000002,23
13827,2019-01-01,4.25,373000,71,71,45,693,757,4.55,2.69,-0.2999999999999998,45
13828,2019-01-01,5.0,322000,80,80,45,744,840,4.55,2.69,0.4500000000000002,46
13829,2019-01-01,4.125,346000,71,71,47,740,952,4.55,2.69,-0.4249999999999998,4
13830,2019-01-01,4.875,271000,78,78,47,754,550,4.55,2.69,0.3250000000000002,24
13831,2019-01-01,4.75,184000,67,67,47,775,82,4.55,2.69,0.20000000000000015,32
13832,2019-01-01,5.25,160000,61,61,47,621,746,4.55,2.69,0.7000000000000002,37
13833,2019-01-01,4.75,360000,60,60,47,710,151,4.55,2.69,0.20000000000000015,39
13834,2019-01-01,4.875,647000,80,80,48,688,928,4.55,2.69,0.3250000000000002,4
13835,2019-01-01,5.375,399000,72,72,48,640,530,4.55,2.69,0.8250000000000002,50
13836,2019-01-01,4.875,392000,75,75,49,756,908,4.55,2.69,0.3250000000000002,4
13837,2019-01-01,4.75,484000,70,70,49,791,802,4.55,2.69,0.20000000000000015,5
13838,2019-01-01,4.875,188000,22,22,49,732,210,4.55,2.69,0.3250000000000002,21
13839,2019-01-01,4.75,315000,74,74,49,695,480,4.55,2.69,0.20000000000000015,23
13840,2019-01-01,4.5,128000,80,80,50,736,358,4.55,2.69,-0.049999999999999815,1
13841,2019-01-01,4.375,500000,64,64,50,755,201,4.55,2.69,-0.17499999999999982,47
13842,2019-01-01,4.5,178000,55,55,18,757,474,4.55,2.69,-0.049999999999999815,16
13843,2019-01-01,4.875,56000,65,65,29,682,427,4.55,2.69,0.3250000000000002,18
13844,2019-01-01,4.625,442000,68,68,37,778,20,4.55,2.69,0.07500000000000018,20
13845,2019-01-01,4.625,256000,79,79,46,810,680,4.55,2.69,0.07500000000000018,30
13846,2019-01-01,4.75,163000,62,62,50,689,604,4.55,2.69,0.20000000000000015,15
13847,2019-01-01,4.25,165000,33,33,13,806,895,4.55,2.69,-0.2999999999999998,34
13848,2019-01-01,4.625,125000,29,29,13,797,762,4.55,2.69,0.07500000000000018,45
13849,2019-01-01,4.75,293000,69,69,18,756,708,4.55,2.69,0.20000000000000015,19
13850,2019-01-01,4.875,350000,60,60,20,771,983,4.55,2.69,0.3250000000000002,49
13851,2019-01-01,5.25,243000,56,56,21,752,917,4.55,2.69,0.7000000000000002,4
13852,2019-01-01,4.625,175000,38,38,22,737,257,4.55,2.69,0.07500000000000018,51
13853,2019-01-01,4.75,384000,75,75,25,756,347,4.55,2.69,0.20000000000000015,9
13854,2019-01-01,4.875,384000,63,63,35,797,549,4.55,2.69,0.3250000000000002,50
13855,2019-01-01,4.75,352000,46,46,37,779,300,4.55,2.69,0.20000000000000015,10
13856,2019-01-01,4.5,187000,60,60,39,762,727,4.55,2.69,-0.049999999999999815,2
13857,2019-01-01,5.75,110000,72,72,44,632,425,4.55,2.69,1.2000000000000002,18
13858,2019-01-01,4.875,124000,38,38,42,798,683,4.55,2.69,0.3250000000000002,30
13859,2019-01-01,4.25,170000,49,49,44,770,809,4.55,2.69,-0.2999999999999998,5
13860,2019-01-01,5.125,450000,77,77,37,748,928,4.55,2.69,0.5750000000000002,4
13861,2019-01-01,5.375,545000,79,89,41,701,902,4.55,2.69,0.8250000000000002,4
13862,2019-01-01,4.99,124000,44,44,50,647,712,4.55,2.69,0.4400000000000004,19
13863,2019-01-01,4.875,280000,38,38,17,794,471,4.55,2.69,0.3250000000000002,16
13864,2019-01-01,4.75,90000,60,60,17,681,648,4.55,2.69,0.20000000000000015,25
13865,2019-01-01,4.875,335000,75,75,19,711,665,4.55,2.69,0.3250000000000002,17
13866,2019-01-01,4.01,278000,72,72,22,778,841,4.55,2.69,-0.54,46
13867,2019-01-01,5.0,195000,65,65,24,640,953,4.55,2.69,0.4500000000000002,4
13868,2019-01-01,4.625,132000,55,55,25,678,371,4.55,2.69,0.07500000000000018,44
13869,2019-01-01,4.375,304000,80,80,27,776,87,4.55,2.69,-0.17499999999999982,32
13870,2019-01-01,4.551,109000,64,64,28,764,660,4.55,2.69,0.001000000000000334,17
13871,2019-01-01,4.625,104000,70,70,31,764,594,4.55,2.69,0.07500000000000018,27
13872,2019-01-01,4.99,248000,75,90,32,739,373,4.55,2.69,0.4400000000000004,44
13873,2019-01-01,4.75,263000,59,59,35,793,494,4.55,2.69,0.20000000000000015,23
13874,2019-01-01,4.724,257000,75,75,40,713,563,4.55,2.69,0.17400000000000038,24
13875,2019-01-01,4.875,388000,80,80,43,714,388,4.55,2.69,0.3250000000000002,26
13876,2019-01-01,4.875,261000,67,67,45,622,853,4.55,2.69,0.3250000000000002,3
13877,2019-01-01,4.75,392000,80,80,45,676,917,4.55,2.69,0.20000000000000015,4
13878,2019-01-01,4.875,361000,76,76,45,697,840,4.55,2.69,0.3250000000000002,46
13879,2019-01-01,5.5,628000,79,79,46,705,913,4.55,2.69,0.9500000000000002,4
13880,2019-01-01,4.5,514000,47,55,47,742,915,4.55,2.69,-0.049999999999999815,4
13881,2019-01-01,5.125,550000,46,46,49,694,951,4.55,2.69,0.5750000000000002,4
13882,2019-01-01,4.625,270000,68,68,50,645,28,4.55,2.69,0.07500000000000018,41
13883,2019-01-01,4.75,123000,51,51,35,805,727,4.55,2.69,0.20000000000000015,2
13884,2019-01-01,4.99,220000,79,90,42,774,551,4.55,2.69,0.4400000000000004,24
13885,2019-01-01,4.875,376000,80,80,47,684,840,4.55,2.69,0.3250000000000002,46
13886,2019-01-01,4.5,436000,73,73,23,737,843,4.55,2.69,-0.049999999999999815,46
13887,2019-01-01,4.625,402000,80,80,25,700,852,4.55,2.69,0.07500000000000018,3
13888,2019-01-01,4.75,139000,62,62,32,725,294,4.55,2.69,0.20000000000000015,42
13889,2019-01-01,4.999,219000,51,51,34,735,919,4.55,2.69,0.44899999999999984,4
13890,2019-01-01,4.5,334000,70,70,37,788,959,4.55,2.69,-0.049999999999999815,4
13891,2019-01-01,4.625,445000,77,87,42,733,925,4.55,2.69,0.07500000000000018,4
13892,2019-01-01,4.875,168000,80,80,49,749,394,4.55,2.69,0.3250000000000002,26
13893,2019-01-01,4.625,391000,68,68,43,807,844,4.55,2.69,0.07500000000000018,46
13894,2019-01-01,4.375,250000,65,65,44,683,956,4.55,2.69,-0.17499999999999982,4
13895,2019-01-01,4.125,368000,70,70,25,706,920,4.55,2.69,-0.4249999999999998,4
13896,2019-01-01,4.75,484000,65,65,27,683,980,4.55,2.69,0.20000000000000015,49
13897,2019-01-01,4.625,473000,89,89,28,743,600,4.55,2.69,0.07500000000000018,15
13898,2019-01-01,4.75,452000,80,80,31,787,920,4.55,2.69,0.20000000000000015,4
13899,2019-01-01,4.5,484000,57,90,33,748,794,4.55,2.69,-0.049999999999999815,45
13900,2019-01-01,4.875,418000,64,64,36,639,605,4.55,2.69,0.3250000000000002,15
13901,2019-01-01,5.5,646000,90,90,37,703,917,4.55,2.69,0.9500000000000002,4
13902,2019-01-01,4.75,338000,80,80,42,784,346,4.55,2.69,0.20000000000000015,9
13903,2019-01-01,5.25,193000,75,75,49,742,855,4.55,2.69,0.7000000000000002,3
13904,2019-01-01,4.875,453000,47,50,14,754,293,4.55,2.69,0.3250000000000002,42
13905,2019-01-01,5.5,66000,80,80,16,623,481,4.55,2.69,0.9500000000000002,23
13906,2019-01-01,4.75,302000,33,33,16,789,575,4.55,2.69,0.20000000000000015,43
13907,2019-01-01,4.875,64000,72,72,17,708,520,4.55,2.69,0.3250000000000002,13
13908,2019-01-01,5.125,134000,53,53,17,702,239,4.55,2.69,0.5750000000000002,47
13909,2019-01-01,4.625,276000,80,80,19,780,354,4.55,2.69,0.07500000000000018,1
13910,2019-01-01,4.625,178000,63,63,20,771,705,4.55,2.69,0.07500000000000018,19
13911,2019-01-01,4.75,193000,69,69,22,757,557,4.55,2.69,0.20000000000000015,24
13912,2019-01-01,4.625,126000,54,54,22,807,644,4.55,2.69,0.07500000000000018,25
13913,2019-01-01,4.625,192000,79,79,22,755,535,4.55,2.69,0.07500000000000018,50
13914,2019-01-01,4.75,357000,61,61,24,764,549,4.55,2.69,0.20000000000000015,50
13915,2019-01-01,4.625,227000,69,69,24,777,535,4.55,2.69,0.07500000000000018,50
13916,2019-01-01,4.625,174000,65,65,26,765,629,4.55,2.69,0.07500000000000018,15
13917,2019-01-01,4.875,214000,80,80,26,739,420,4.55,2.69,0.3250000000000002,18
13918,2019-01-01,4.625,95000,38,38,26,709,736,4.55,2.69,0.07500000000000018,37
13919,2019-01-01,4.75,292000,73,73,26,814,296,4.55,2.69,0.20000000000000015,42
13920,2019-01-01,4.75,150000,50,50,27,798,63,4.55,2.69,0.20000000000000015,6
13921,2019-01-01,4.625,322000,72,72,27,782,563,4.55,2.69,0.07500000000000018,24
13922,2019-01-01,4.75,197000,64,64,28,781,339,4.55,2.69,0.20000000000000015,9
13923,2019-01-01,4.25,140000,43,43,28,761,507,4.55,2.69,-0.2999999999999998,13
13924,2019-01-01,5.25,482000,75,75,28,812,624,4.55,2.69,0.7000000000000002,15
13925,2019-01-01,5.0,303000,77,77,28,717,705,4.55,2.69,0.4500000000000002,19
13926,2019-01-01,4.615,453000,80,80,28,756,706,4.55,2.69,0.06500000000000039,19
13927,2019-01-01,4.5,220000,80,80,28,782,631,4.55,2.69,-0.049999999999999815,25
13928,2019-01-01,4.75,298000,80,80,29,745,626,4.55,2.69,0.20000000000000015,15
13929,2019-01-01,4.75,135000,75,75,29,731,394,4.55,2.69,0.20000000000000015,26
13930,2019-01-01,5.0,250000,40,40,30,790,864,4.55,2.69,0.4500000000000002,3
13931,2019-01-01,5.0,177000,59,59,30,787,504,4.55,2.69,0.4500000000000002,13
13932,2019-01-01,4.625,134000,80,80,30,723,623,4.55,2.69,0.07500000000000018,15
13933,2019-01-01,4.375,316000,78,78,30,802,829,4.55,2.69,-0.17499999999999982,52
13934,2019-01-01,4.625,323000,66,66,31,756,836,4.55,2.69,0.07500000000000018,14
13935,2019-01-01,4.75,232000,79,79,31,702,624,4.55,2.69,0.20000000000000015,15
13936,2019-01-01,4.875,237000,41,41,31,751,452,4.55,2.69,0.3250000000000002,36
13937,2019-01-01,5.375,185000,60,60,32,773,305,4.55,2.69,0.8250000000000002,10
13938,2019-01-01,4.875,200000,75,75,32,730,523,4.55,2.69,0.3250000000000002,13
13939,2019-01-01,4.875,290000,77,77,33,788,655,4.55,2.69,0.3250000000000002,25
13940,2019-01-01,5.25,129000,80,80,33,700,744,4.55,2.69,0.7000000000000002,37
13941,2019-01-01,5.125,446000,80,95,34,737,840,4.55,2.69,0.5750000000000002,46
13942,2019-01-01,4.625,325000,76,76,35,789,317,4.55,2.69,0.07500000000000018,10
13943,2019-01-01,4.75,240000,78,78,35,759,515,4.55,2.69,0.20000000000000015,13
13944,2019-01-01,4.875,298000,63,63,35,712,630,4.55,2.69,0.3250000000000002,25
13945,2019-01-01,5.25,236000,69,69,36,682,813,4.55,2.69,0.7000000000000002,5
13946,2019-01-01,5.875,176000,68,90,36,652,207,4.55,2.69,1.3250000000000002,21
13947,2019-01-01,5.5,142000,66,66,36,728,657,4.55,2.69,0.9500000000000002,25
13948,2019-01-01,5.875,242000,60,80,36,752,76,4.55,2.69,1.3250000000000002,32
13949,2019-01-01,4.625,354000,59,59,36,757,740,4.55,2.69,0.07500000000000018,37
13950,2019-01-01,5.375,334000,76,76,37,678,729,4.55,2.69,0.8250000000000002,2
13951,2019-01-01,4.875,253000,75,75,37,791,712,4.55,2.69,0.3250000000000002,19
13952,2019-01-01,4.875,127000,69,69,37,702,564,4.55,2.69,0.3250000000000002,24
13953,2019-01-01,4.75,275000,75,75,37,728,657,4.55,2.69,0.20000000000000015,25
13954,2019-01-01,5.625,155000,70,90,39,625,337,4.55,2.69,1.0750000000000002,9
13955,2019-01-01,5.125,258000,72,72,39,797,344,4.55,2.69,0.5750000000000002,9
13956,2019-01-01,4.625,336000,70,70,39,673,386,4.55,2.69,0.07500000000000018,26
13957,2019-01-01,5.25,389000,70,90,39,671,70,4.55,2.69,0.7000000000000002,32
13958,2019-01-01,4.875,175000,41,41,40,789,366,4.55,2.69,0.3250000000000002,1
13959,2019-01-01,6.125,285000,44,44,40,744,928,4.55,2.69,1.5750000000000002,4
13960,2019-01-01,5.25,379000,59,59,40,781,600,4.55,2.69,0.7000000000000002,15
13961,2019-01-01,4.75,336000,80,80,40,756,615,4.55,2.69,0.20000000000000015,15
13962,2019-01-01,5.5,115000,73,73,40,685,251,4.55,2.69,0.9500000000000002,51
13963,2019-01-01,4.5,234000,57,57,41,704,800,4.55,2.69,-0.049999999999999815,5
13964,2019-01-01,4.75,459000,72,72,41,788,654,4.55,2.69,0.20000000000000015,25
13965,2019-01-01,5.375,217000,67,67,42,777,613,4.55,2.69,0.8250000000000002,15
13966,2019-01-01,4.875,300000,63,63,42,695,391,4.55,2.69,0.3250000000000002,26
13967,2019-01-01,5.125,350000,61,61,43,785,239,4.55,2.69,0.5750000000000002,47
13968,2019-01-01,4.625,350000,40,40,44,775,910,4.55,2.69,0.07500000000000018,4
13969,2019-01-01,5.25,220000,78,78,44,708,687,4.55,2.69,0.7000000000000002,30
13970,2019-01-01,4.75,73000,45,45,45,699,857,4.55,2.69,0.20000000000000015,3
13971,2019-01-01,4.875,300000,71,71,45,787,317,4.55,2.69,0.3250000000000002,10
13972,2019-01-01,5.0,112000,48,48,45,775,514,4.55,2.69,0.4500000000000002,13
13973,2019-01-01,4.875,547000,70,89,46,762,928,4.55,2.69,0.3250000000000002,4
13974,2019-01-01,6.125,413000,67,80,46,778,600,4.55,2.69,1.5750000000000002,15
13975,2019-01-01,4.625,361000,78,91,47,724,939,4.55,2.69,0.07500000000000018,4
13976,2019-01-01,5.25,152000,80,80,47,711,230,4.55,2.69,0.7000000000000002,47
13977,2019-01-01,4.75,542000,55,55,49,644,945,4.55,2.69,0.20000000000000015,4
13978,2019-01-01,4.75,100000,55,55,49,790,630,4.55,2.69,0.20000000000000015,25
13979,2019-01-01,4.65,215000,68,68,49,691,640,4.55,2.69,0.10000000000000052,25
13980,2019-01-01,4.875,268000,70,70,49,798,546,4.55,2.69,0.3250000000000002,50
13981,2019-01-01,5.0,101000,73,73,50,679,658,4.55,2.69,0.4500000000000002,25
13982,2019-01-01,5.75,152000,34,34,50,764,773,4.55,2.69,1.2000000000000002,45
13983,2019-01-01,4.875,420000,80,80,50,801,535,4.55,2.69,0.3250000000000002,50
13984,2019-01-01,4.775,170000,65,65,26,709,564,4.55,2.69,0.22500000000000053,24
13985,2019-01-01,4.625,335000,80,80,33,784,727,4.55,2.69,0.07500000000000018,2
13986,2019-01-01,4.75,365000,73,73,41,713,541,4.55,2.69,0.20000000000000015,50
13987,2019-01-01,5.25,428000,80,80,19,757,553,4.55,2.69,0.7000000000000002,24
13988,2019-01-01,4.5,356000,80,80,23,774,720,4.55,2.69,-0.049999999999999815,2
13989,2019-01-01,4.75,320000,80,80,23,792,786,4.55,2.69,0.20000000000000015,45
13990,2019-01-01,4.625,450000,74,74,25,720,720,4.55,2.69,0.07500000000000018,2
13991,2019-01-01,5.0,275000,80,80,29,730,871,4.55,2.69,0.4500000000000002,33
13992,2019-01-01,4.875,266000,77,77,29,788,895,4.55,2.69,0.3250000000000002,34
13993,2019-01-01,4.75,232000,78,78,32,799,781,4.55,2.69,0.20000000000000015,45
13994,2019-01-01,4.75,278000,66,66,33,780,786,4.55,2.69,0.20000000000000015,45
13995,2019-01-01,4.49,533000,75,75,34,754,926,4.55,2.69,-0.05999999999999961,4
13996,2019-01-01,5.625,220000,80,80,34,662,760,4.55,2.69,1.0750000000000002,45
13997,2019-01-01,4.375,272000,76,76,35,801,522,4.55,2.69,-0.17499999999999982,13
13998,2019-01-01,4.875,279000,71,71,36,681,973,4.55,2.69,0.3250000000000002,38
13999,2019-01-01,4.5,305000,80,80,37,759,586,4.55,2.69,-0.049999999999999815,29
14000,2019-01-01,5.25,386000,77,77,37,760,760,4.55,2.69,0.7000000000000002,45
14001,2019-01-01,4.99,483000,72,72,38,702,986,4.55,2.69,0.4400000000000004,49
14002,2019-01-01,5.0,517000,46,46,39,776,801,4.55,2.69,0.4500000000000002,5
14003,2019-01-01,5.25,405000,75,75,39,802,751,4.55,2.69,0.7000000000000002,45
14004,2019-01-01,5.75,340000,80,80,41,660,450,4.55,2.69,1.2000000000000002,36
14005,2019-01-01,4.75,179000,78,78,42,774,553,4.55,2.69,0.20000000000000015,24
14006,2019-01-01,4.375,304000,65,65,42,692,972,4.55,2.69,-0.17499999999999982,38
14007,2019-01-01,5.125,211000,70,70,42,701,760,4.55,2.69,0.5750000000000002,45
14008,2019-01-01,5.625,266000,70,90,44,734,801,4.55,2.69,1.0750000000000002,5
14009,2019-01-01,5.125,330000,72,72,45,684,933,4.55,2.69,0.5750000000000002,4
14010,2019-01-01,4.875,219000,80,80,46,726,275,4.55,2.69,0.3250000000000002,28
14011,2019-01-01,4.875,586000,78,78,47,715,934,4.55,2.69,0.3250000000000002,4
14012,2019-01-01,5.375,470000,75,75,48,673,917,4.55,2.69,0.8250000000000002,4
14013,2019-01-01,4.5,236000,80,80,48,738,590,4.55,2.69,-0.049999999999999815,27
14014,2019-01-01,4.875,254000,47,47,48,765,762,4.55,2.69,0.3250000000000002,45
14015,2019-01-01,5.125,363000,67,67,48,702,773,4.55,2.69,0.5750000000000002,45
14016,2019-01-01,4.5,420000,70,70,48,682,980,4.55,2.69,-0.049999999999999815,49
14017,2019-01-01,4.875,258000,75,75,49,703,207,4.55,2.69,0.3250000000000002,21
14018,2019-01-01,4.625,369000,60,60,49,764,760,4.55,2.69,0.07500000000000018,45
14019,2019-01-01,4.75,195000,64,64,33,726,979,4.55,2.69,0.20000000000000015,38
14020,2019-01-01,4.875,268000,79,79,34,754,597,4.55,2.69,0.3250000000000002,27
14021,2019-01-01,4.56,447000,79,79,28,720,923,4.55,2.69,0.009999999999999787,4
14022,2019-01-01,5.375,240000,79,79,31,713,394,4.55,2.69,0.8250000000000002,26
14023,2019-01-01,5.125,290000,80,80,31,812,793,4.55,2.69,0.5750000000000002,45
14024,2019-01-01,4.5,320000,72,72,33,790,553,4.55,2.69,-0.049999999999999815,24
14025,2019-01-01,5.0,206000,69,69,41,702,754,4.55,2.69,0.4500000000000002,45
14026,2019-01-01,4.625,300000,72,72,25,745,21,4.55,2.69,0.07500000000000018,20
14027,2019-01-01,4.625,448000,80,80,32,744,23,4.55,2.69,0.07500000000000018,20
14028,2019-01-01,4.625,98000,58,58,39,802,605,4.55,2.69,0.07500000000000018,15
14029,2019-01-01,4.625,409000,51,51,41,778,558,4.55,2.69,0.07500000000000018,24
14030,2019-01-01,4.625,470000,43,43,43,782,553,4.55,2.69,0.07500000000000018,24
14031,2019-01-01,4.625,400000,78,78,47,772,565,4.55,2.69,0.07500000000000018,24
14032,2019-01-01,4.625,317000,75,75,39,704,20,4.55,2.69,0.07500000000000018,20
14033,2019-01-01,4.625,335000,54,54,45,770,570,4.55,2.69,0.07500000000000018,43
14034,2019-01-01,3.875,366000,59,59,22,716,980,4.55,2.69,-0.6749999999999998,49
14035,2019-01-01,5.125,136000,78,78,26,776,302,4.55,2.69,0.5750000000000002,10
14036,2019-01-01,4.25,408000,60,60,33,699,600,4.55,2.69,-0.2999999999999998,15
14037,2019-01-01,4.375,403000,53,53,41,763,851,4.55,2.69,-0.17499999999999982,3
14038,2019-01-01,4.75,328000,61,61,49,751,914,4.55,2.69,0.20000000000000015,4
14039,2019-01-01,4.5,385000,75,75,49,776,917,4.55,2.69,-0.049999999999999815,4
14040,2019-01-01,4.08,400000,62,62,19,743,481,4.55,2.69,-0.4699999999999998,23
14041,2019-01-01,4.125,150000,80,80,34,762,703,4.55,2.69,-0.4249999999999998,19
14042,2019-01-01,5.125,262000,73,73,22,742,741,4.55,2.69,0.5750000000000002,37
14043,2019-01-01,4.875,190000,80,80,26,726,283,4.55,2.69,0.3250000000000002,28
14044,2019-01-01,5.0,140000,80,94,13,763,151,4.55,2.69,0.4500000000000002,39
14045,2019-01-01,4.5,213000,68,68,18,769,371,4.55,2.69,-0.049999999999999815,44
14046,2019-01-01,4.99,270000,59,59,20,637,802,4.55,2.69,0.4400000000000004,5
14047,2019-01-01,4.99,400000,46,46,21,784,328,4.55,2.69,0.4400000000000004,9
14048,2019-01-01,4.875,400000,61,61,21,766,992,4.55,2.69,0.3250000000000002,49
14049,2019-01-01,4.5,120000,73,73,22,755,395,4.55,2.69,-0.049999999999999815,26
14050,2019-01-01,4.875,130000,41,41,22,675,373,4.55,2.69,0.3250000000000002,44
14051,2019-01-01,5.125,240000,69,69,24,630,601,4.55,2.69,0.5750000000000002,15
14052,2019-01-01,5.375,258000,75,75,24,738,484,4.55,2.69,0.8250000000000002,23
14053,2019-01-01,5.125,560000,78,78,24,776,221,4.55,2.69,0.5750000000000002,47
14054,2019-01-01,4.875,273000,76,76,26,762,365,4.55,2.69,0.3250000000000002,1
14055,2019-01-01,4.875,200000,19,19,26,789,983,4.55,2.69,0.3250000000000002,49
14056,2019-01-01,4.75,290000,75,75,26,780,531,4.55,2.69,0.20000000000000015,50
14057,2019-01-01,4.375,406000,57,57,27,768,983,4.55,2.69,-0.17499999999999982,49
14058,2019-01-01,5.5,201000,59,59,29,717,863,4.55,2.69,0.9500000000000002,3
14059,2019-01-01,4.75,461000,80,80,29,723,960,4.55,2.69,0.20000000000000015,4
14060,2019-01-01,5.375,208000,77,77,29,770,87,4.55,2.69,0.8250000000000002,32
14061,2019-01-01,4.875,182000,70,70,30,693,228,4.55,2.69,0.3250000000000002,47
14062,2019-01-01,4.625,280000,80,80,31,804,315,4.55,2.69,0.07500000000000018,10
14063,2019-01-01,5.25,243000,75,75,31,794,705,4.55,2.69,0.7000000000000002,19
14064,2019-01-01,4.99,99000,79,79,31,768,480,4.55,2.69,0.4400000000000004,23
14065,2019-01-01,5.25,177000,80,80,31,690,757,4.55,2.69,0.7000000000000002,45
14066,2019-01-01,4.875,325000,52,52,31,805,844,4.55,2.69,0.3250000000000002,46
14067,2019-01-01,4.5,186000,40,40,32,764,551,4.55,2.69,-0.049999999999999815,24
14068,2019-01-01,4.5,258000,58,58,32,738,371,4.55,2.69,-0.049999999999999815,44
14069,2019-01-01,4.5,588000,80,80,32,760,980,4.55,2.69,-0.049999999999999815,49
14070,2019-01-01,4.625,302000,66,66,33,758,325,4.55,2.69,0.07500000000000018,9
14071,2019-01-01,4.25,464000,77,77,33,777,631,4.55,2.69,-0.2999999999999998,25
14072,2019-01-01,4.375,480000,52,52,34,803,913,4.55,2.69,-0.17499999999999982,4
14073,2019-01-01,4.5,455000,72,72,34,778,957,4.55,2.69,-0.049999999999999815,4
14074,2019-01-01,4.875,694000,74,74,34,697,913,4.55,2.69,0.3250000000000002,4
14075,2019-01-01,4.875,368000,79,79,34,720,982,4.55,2.69,0.3250000000000002,49
14076,2019-01-01,4.25,464000,80,80,35,721,316,4.55,2.69,-0.2999999999999998,10
14077,2019-01-01,4.5,453000,64,64,35,721,606,4.55,2.69,-0.049999999999999815,15
14078,2019-01-01,4.625,250000,34,34,35,768,710,4.55,2.69,0.07500000000000018,19
14079,2019-01-01,4.75,138000,21,21,17,677,953,4.55,2.69,0.20000000000000015,4
14080,2019-01-01,5.625,228000,72,72,23,672,800,4.55,2.69,1.0750000000000002,5
14081,2019-01-01,5.625,168000,80,80,27,716,937,4.55,2.69,1.0750000000000002,4
14082,2019-01-01,5.49,100000,40,40,33,655,925,4.55,2.69,0.9400000000000004,4
14083,2019-01-01,5.125,320000,75,75,33,752,483,4.55,2.69,0.5750000000000002,23
14084,2019-01-01,4.99,296000,80,80,37,775,751,4.55,2.69,0.4400000000000004,45
14085,2019-01-01,4.875,223000,69,69,38,782,553,4.55,2.69,0.3250000000000002,24
14086,2019-01-01,6.375,180000,80,80,40,657,62,4.55,2.69,1.825,6
14087,2019-01-01,4.75,415000,57,57,42,665,21,4.55,2.69,0.20000000000000015,20
